flight_id,flight_no,airline,destination,departure_time,flight_status
FL-4650,GA715,Garuda Indonesia,Bali,2024-10-15 07:34:00,Delayed
FL-4651,TR13,Scoot,Singapore,2024-10-15 07:40:00,On Time
FL-4652,SQ211,Singapore Airlines,Singapore,2024-10-15 07:56:00,Cancelled
FL-4653,5J32,Cebu Pacific,Manila,2024-10-15 08:04:00,On Time
FL-4654,MH122,Malaysia Airlines,Kuala Lumpur,2024-10-15 08:46:00,On Time
FL-4655,MU502,China Eastern,Shanghai,2024-10-15 09:17:00,On Time
FL-4656,JL771,Japan Airlines,Tokyo,2024-10-15 09:58:00,On Time
FL-4657,CA781,Air China,Beijing,2024-10-15 10:03:00,Delayed
FL-4658,CX101,Cathay Pacific,Hong Kong,2024-10-15 10:32:00,On Time
FL-4659,NH880,ANA,Tokyo,2024-10-15 11:17:00,On Time
FL-4660,KE601,Korean Air,Seoul,2024-10-15 11:32:00,On Time
FL-4661,QF7,Qantas,Los Angeles,2024-10-15 11:57:00,On Time
FL-4662,QF1,Qantas,Singapore,2024-10-15 16:28:00,On Time
FL-4663,UA839,United Airlines,Los Angeles,2024-10-15 21:05:00,On Time
FL-4664,EK413,Emirates,Dubai,2024-10-15 21:10:00,On Time
FL-4665,GA715,Garuda Indonesia,Bali,2024-10-16 07:27:00,On Time
FL-4666,SQ211,Singapore Airlines,Singapore,2024-10-16 08:03:00,On Time
FL-4667,TG476,Thai Airways,Bangkok,2024-10-16 09:01:00,On Time
FL-4668,MU502,China Eastern,Shanghai,2024-10-16 09:13:00,On Time
FL-4669,PR211,Philippine Airlines,Manila,2024-10-16 09:33:00,On Time
FL-4670,OZ602,Asiana Airlines,Seoul,2024-10-16 09:47:00,On Time
FL-4671,JL771,Japan Airlines,Tokyo,2024-10-16 10:01:00,On Time
FL-4672,CX101,Cathay Pacific,Hong Kong,2024-10-16 10:29:00,On Time
FL-4673,KE601,Korean Air,Seoul,2024-10-16 11:29:00,Cancelled
FL-4674,QF7,Qantas,Los Angeles,2024-10-16 11:56:00,On Time
FL-4675,SQ213,Singapore Airlines,Singapore,2024-10-16 13:34:00,On Time
FL-4676,CX103,Cathay Pacific,Hong Kong,2024-10-16 15:41:00,On Time
FL-4677,QF1,Qantas,Singapore,2024-10-16 16:25:00,On Time
FL-4678,QR007,Qatar Airways,Doha,2024-10-16 20:42:00,On Time
FL-4679,EK413,Emirates,Dubai,2024-10-16 21:10:00,Delayed
FL-4680,GA715,Garuda Indonesia,Bali,2024-10-17 07:33:00,On Time
FL-4681,TR13,Scoot,Singapore,2024-10-17 07:45:00,On Time
FL-4682,SQ211,Singapore Airlines,Singapore,2024-10-17 07:59:00,On Time
FL-4683,MH122,Malaysia Airlines,Kuala Lumpur,2024-10-17 08:40:00,On Time
FL-4684,TG476,Thai Airways,Bangkok,2024-10-17 09:04:00,On Time
FL-4685,MU502,China Eastern,Shanghai,2024-10-17 09:17:00,On Time
FL-4686,JL771,Japan Airlines,Tokyo,2024-10-17 09:55:00,On Time
FL-4687,CA781,Air China,Beijing,2024-10-17 10:01:00,On Time
FL-4688,CX101,Cathay Pacific,Hong Kong,2024-10-17 10:34:00,On Time
FL-4689,NH880,ANA,Tokyo,2024-10-17 11:18:00,Delayed
FL-4690,KE601,Korean Air,Seoul,2024-10-17 11:33:00,On Time
FL-4691,QF7,Qantas,Los Angeles,2024-10-17 11:54:00,On Time
FL-4692,SQ213,Singapore Airlines,Singapore,2024-10-17 13:33:00,On Time
FL-4693,QF1,Qantas,Singapore,2024-10-17 16:35:00,Delayed
FL-4694,UA839,United Airlines,Los Angeles,2024-10-17 21:00:00,On Time
FL-4695,EK413,Emirates,Dubai,2024-10-17 21:14:00,On Time
FL-4696,GA715,Garuda Indonesia,Bali,2024-10-18 07:26:00,On Time
FL-4697,SQ211,Singapore Airlines,Singapore,2024-10-18 07:58:00,On Time
FL-4698,5J32,Cebu Pacific,Manila,2024-10-18 08:01:00,On Time
FL-4699,MH122,Malaysia Airlines,Kuala Lumpur,2024-10-18 08:49:00,On Time
FL-4700,MU502,China Eastern,Shanghai,2024-10-18 09:14:00,On Time
FL-4701,PR211,Philippine Airlines,Manila,2024-10-18 09:30:00,On Time
FL-4702,OZ602,Asiana Airlines,Seoul,2024-10-18 09:45:00,On Time
FL-4703,JL771,Japan Airlines,Tokyo,2024-10-18 10:02:00,On Time
FL-4704,CX101,Cathay Pacific,Hong Kong,2024-10-18 10:30:00,On Time
FL-4705,KE601,Korean Air,Seoul,2024-10-18 11:32:00,On Time
FL-4706,QF7,Qantas,Los Angeles,2024-10-18 11:52:00,On Time
FL-4707,CX103,Cathay Pacific,Hong Kong,2024-10-18 15:44:00,On Time
FL-4708,QF1,Qantas,Singapore,2024-10-18 16:32:00,On Time
FL-4709,QR007,Qatar Airways,Doha,2024-10-18 20:47:00,On Time
FL-4710,EK413,Emirates,Dubai,2024-10-18 21:14:00,On Time
FL-4711,GA715,Garuda Indonesia,Bali,2024-10-19 07:28:00,Delayed
FL-4712,TR13,Scoot,Singapore,2024-10-19 07:47:00,On Time
FL-4713,SQ211,Singapore Airlines,Singapore,2024-10-19 07:55:00,On Time
FL-4714,TG476,Thai Airways,Bangkok,2024-10-19 09:01:00,On Time
FL-4715,MU502,China Eastern,Shanghai,2024-10-19 09:16:00,On Time
FL-4716,PR211,Philippine Airlines,Manila,2024-10-19 09:34:00,On Time
FL-4717,OZ602,Asiana Airlines,Seoul,2024-10-19 09:45:00,Delayed
FL-4718,JL771,Japan Airlines,Tokyo,2024-10-19 09:58:00,Delayed
FL-4719,CX101,Cathay Pacific,Hong Kong,2024-10-19 10:31:00,On Time
FL-4720,NH880,ANA,Tokyo,2024-10-19 11:10:00,On Time
FL-4721,KE601,Korean Air,Seoul,2024-10-19 11:26:00,On Time
FL-4722,QF7,Qantas,Los Angeles,2024-10-19 11:53:00,Delayed
FL-4723,SQ213,Singapore Airlines,Singapore,2024-10-19 13:30:00,On Time
FL-4724,QF1,Qantas,Singapore,2024-10-19 16:25:00,Delayed
FL-4725,UA839,United Airlines,Los Angeles,2024-10-19 21:01:00,On Time
FL-4726,EK413,Emirates,Dubai,2024-10-19 21:06:00,On Time
FL-4727,GA715,Garuda Indonesia,Bali,2024-10-20 07:28:00,On Time
FL-4728,5J32,Cebu Pacific,Manila,2024-10-20 07:57:00,Delayed
FL-4729,SQ211,Singapore Airlines,Singapore,2024-10-20 08:00:00,Delayed
FL-4730,MH122,Malaysia Airlines,Kuala Lumpur,2024-10-20 08:44:00,On Time
FL-4731,TG476,Thai Airways,Bangkok,2024-10-20 09:01:00,On Time
FL-4732,MU502,China Eastern,Shanghai,2024-10-20 09:11:00,On Time
FL-4733,PR211,Philippine Airlines,Manila,2024-10-20 09:35:00,On Time
FL-4734,OZ602,Asiana Airlines,Seoul,2024-10-20 09:46:00,On Time
FL-4735,CA781,Air China,Beijing,2024-10-20 09:55:00,On Time
FL-4736,JL771,Japan Airlines,Tokyo,2024-10-20 10:04:00,On Time
FL-4737,CX101,Cathay Pacific,Hong Kong,2024-10-20 10:35:00,On Time
FL-4738,NH880,ANA,Tokyo,2024-10-20 11:15:00,On Time
FL-4739,KE601,Korean Air,Seoul,2024-10-20 11:25:00,On Time
FL-4740,QF7,Qantas,Los Angeles,2024-10-20 11:51:00,On Time
FL-4741,SQ213,Singapore Airlines,Singapore,2024-10-20 13:28:00,Delayed
FL-4742,CX103,Cathay Pacific,Hong Kong,2024-10-20 15:46:00,On Time
FL-4743,QF1,Qantas,Singapore,2024-10-20 16:26:00,On Time
FL-4744,QR007,Qatar Airways,Doha,2024-10-20 20:44:00,On Time
FL-4745,UA839,United Airlines,Los Angeles,2024-10-20 21:04:00,On Time
FL-4746,EK413,Emirates,Dubai,2024-10-20 21:13:00,Cancelled
FL-4747,GA715,Garuda Indonesia,Bali,2024-10-21 07:31:00,On Time
FL-4748,SQ211,Singapore Airlines,Singapore,2024-10-21 07:55:00,On Time
FL-4749,MH122,Malaysia Airlines,Kuala Lumpur,2024-10-21 08:49:00,On Time
FL-4750,TG476,Thai Airways,Bangkok,2024-10-21 08:56:00,On Time
FL-4751,MU502,China Eastern,Shanghai,2024-10-21 09:19:00,On Time
FL-4752,PR211,Philippine Airlines,Manila,2024-10-21 09:35:00,On Time
FL-4753,OZ602,Asiana Airlines,Seoul,2024-10-21 09:41:00,On Time
FL-4754,JL771,Japan Airlines,Tokyo,2024-10-21 10:04:00,On Time
FL-4755,CX101,Cathay Pacific,Hong Kong,2024-10-21 10:35:00,On Time
FL-4756,KE601,Korean Air,Seoul,2024-10-21 11:25:00,On Time
FL-4757,QF7,Qantas,Los Angeles,2024-10-21 11:58:00,Delayed
FL-4758,SQ213,Singapore Airlines,Singapore,2024-10-21 13:30:00,On Time
FL-4759,CX103,Cathay Pacific,Hong Kong,2024-10-21 15:47:00,On Time
FL-4760,QF1,Qantas,Singapore,2024-10-21 16:28:00,On Time
FL-4761,QR007,Qatar Airways,Doha,2024-10-21 20:41:00,On Time
FL-4762,EK413,Emirates,Dubai,2024-10-21 21:06:00,On Time
FL-4763,GA715,Garuda Indonesia,Bali,2024-10-22 07:34:00,Delayed
FL-4764,TR13,Scoot,Singapore,2024-10-22 07:44:00,On Time
FL-4765,SQ211,Singapore Airlines,Singapore,2024-10-22 08:03:00,On Time
FL-4766,5J32,Cebu Pacific,Manila,2024-10-22 08:03:00,On Time
FL-4767,MH122,Malaysia Airlines,Kuala Lumpur,2024-10-22 08:48:00,On Time
FL-4768,MU502,China Eastern,Shanghai,2024-10-22 09:18:00,On Time
FL-4769,CA781,Air China,Beijing,2024-10-22 09:56:00,On Time
FL-4770,JL771,Japan Airlines,Tokyo,2024-10-22 10:05:00,On Time
FL-4771,CX101,Cathay Pacific,Hong Kong,2024-10-22 10:29:00,On Time
FL-4772,NH880,ANA,Tokyo,2024-10-22 11:19:00,On Time
FL-4773,KE601,Korean Air,Seoul,2024-10-22 11:28:00,Cancelled
FL-4774,QF7,Qantas,Los Angeles,2024-10-22 11:53:00,On Time
FL-4775,QF1,Qantas,Singapore,2024-10-22 16:31:00,On Time
FL-4776,UA839,United Airlines,Los Angeles,2024-10-22 21:05:00,On Time
FL-4777,EK413,Emirates,Dubai,2024-10-22 21:14:00,Delayed
FL-4778,GA715,Garuda Indonesia,Bali,2024-10-23 07:30:00,On Time
FL-4779,SQ211,Singapore Airlines,Singapore,2024-10-23 07:57:00,On Time
FL-4780,TG476,Thai Airways,Bangkok,2024-10-23 09:03:00,On Time
FL-4781,MU502,China Eastern,Shanghai,2024-10-23 09:15:00,On Time
FL-4782,PR211,Philippine Airlines,Manila,2024-10-23 09:33:00,On Time
FL-4783,OZ602,Asiana Airlines,Seoul,2024-10-23 09:48:00,Delayed
FL-4784,JL771,Japan Airlines,Tokyo,2024-10-23 09:56:00,On Time
FL-4785,CX101,Cathay Pacific,Hong Kong,2024-10-23 10:29:00,On Time
FL-4786,KE601,Korean Air,Seoul,2024-10-23 11:31:00,Delayed
FL-4787,QF7,Qantas,Los Angeles,2024-10-23 11:53:00,On Time
FL-4788,SQ213,Singapore Airlines,Singapore,2024-10-23 13:25:00,On Time
FL-4789,CX103,Cathay Pacific,Hong Kong,2024-10-23 15:42:00,On Time
FL-4790,QF1,Qantas,Singapore,2024-10-23 16:33:00,On Time
FL-4791,QR007,Qatar Airways,Doha,2024-10-23 20:40:00,On Time
FL-4792,EK413,Emirates,Dubai,2024-10-23 21:09:00,On Time
FL-4793,GA715,Garuda Indonesia,Bali,2024-10-24 07:31:00,Cancelled
FL-4794,TR13,Scoot,Singapore,2024-10-24 07:46:00,On Time
FL-4795,SQ211,Singapore Airlines,Singapore,2024-10-24 08:02:00,On Time
FL-4796,MH122,Malaysia Airlines,Kuala Lumpur,2024-10-24 08:43:00,On Time
FL-4797,TG476,Thai Airways,Bangkok,2024-10-24 08:55:00,On Time
FL-4798,MU502,China Eastern,Shanghai,2024-10-24 09:14:00,On Time
FL-4799,JL771,Japan Airlines,Tokyo,2024-10-24 09:55:00,On Time
FL-4800,CA781,Air China,Beijing,2024-10-24 10:04:00,On Time
FL-4801,CX101,Cathay Pacific,Hong Kong,2024-10-24 10:31:00,On Time
FL-4802,NH880,ANA,Tokyo,2024-10-24 11:15:00,On Time
FL-4803,KE601,Korean Air,Seoul,2024-10-24 11:32:00,On Time
FL-4804,QF7,Qantas,Los Angeles,2024-10-24 11:56:00,Delayed
FL-4805,SQ213,Singapore Airlines,Singapore,2024-10-24 13:32:00,On Time
FL-4806,QF1,Qantas,Singapore,2024-10-24 16:34:00,On Time
FL-4807,UA839,United Airlines,Los Angeles,2024-10-24 21:00:00,On Time
FL-4808,EK413,Emirates,Dubai,2024-10-24 21:09:00,On Time
FL-4809,GA715,Garuda Indonesia,Bali,2024-10-25 07:35:00,On Time
FL-4810,SQ211,Singapore Airlines,Singapore,2024-10-25 07:55:00,On Time
FL-4811,5J32,Cebu Pacific,Manila,2024-10-25 08:00:00,On Time
FL-4812,MH122,Malaysia Airlines,Kuala Lumpur,2024-10-25 08:48:00,Delayed
FL-4813,MU502,China Eastern,Shanghai,2024-10-25 09:13:00,Delayed
FL-4814,PR211,Philippine Airlines,Manila,2024-10-25 09:30:00,On Time
FL-4815,OZ602,Asiana Airlines,Seoul,2024-10-25 09:50:00,On Time
FL-4816,JL771,Japan Airlines,Tokyo,2024-10-25 10:01:00,On Time
FL-4817,CX101,Cathay Pacific,Hong Kong,2024-10-25 10:26:00,On Time
FL-4818,KE601,Korean Air,Seoul,2024-10-25 11:25:00,On Time
FL-4819,QF7,Qantas,Los Angeles,2024-10-25 11:57:00,On Time
FL-4820,CX103,Cathay Pacific,Hong Kong,2024-10-25 15:50:00,On Time
FL-4821,QF1,Qantas,Singapore,2024-10-25 16:32:00,On Time
FL-4822,QR007,Qatar Airways,Doha,2024-10-25 20:49:00,On Time
FL-4823,EK413,Emirates,Dubai,2024-10-25 21:12:00,On Time
FL-4824,GA715,Garuda Indonesia,Bali,2024-10-26 07:31:00,Delayed
FL-4825,TR13,Scoot,Singapore,2024-10-26 07:46:00,On Time
FL-4826,SQ211,Singapore Airlines,Singapore,2024-10-26 07:57:00,On Time
FL-4827,TG476,Thai Airways,Bangkok,2024-10-26 08:55:00,On Time
FL-4828,MU502,China Eastern,Shanghai,2024-10-26 09:19:00,On Time
FL-4829,PR211,Philippine Airlines,Manila,2024-10-26 09:25:00,On Time
FL-4830,OZ602,Asiana Airlines,Seoul,2024-10-26 09:42:00,Delayed
FL-4831,JL771,Japan Airlines,Tokyo,2024-10-26 10:04:00,On Time
FL-4832,CX101,Cathay Pacific,Hong Kong,2024-10-26 10:28:00,On Time
FL-4833,NH880,ANA,Tokyo,2024-10-26 11:13:00,On Time
FL-4834,KE601,Korean Air,Seoul,2024-10-26 11:29:00,On Time
FL-4835,QF7,Qantas,Los Angeles,2024-10-26 12:00:00,On Time
FL-4836,SQ213,Singapore Airlines,Singapore,2024-10-26 13:34:00,On Time
FL-4837,QF1,Qantas,Singapore,2024-10-26 16:29:00,On Time
FL-4838,UA839,United Airlines,Los Angeles,2024-10-26 20:57:00,On Time
FL-4839,EK413,Emirates,Dubai,2024-10-26 21:09:00,On Time
FL-4840,GA715,Garuda Indonesia,Bali,2024-10-27 07:28:00,On Time
FL-4841,5J32,Cebu Pacific,Manila,2024-10-27 08:03:00,Delayed
FL-4842,SQ211,Singapore Airlines,Singapore,2024-10-27 08:03:00,On Time
FL-4843,MH122,Malaysia Airlines,Kuala Lumpur,2024-10-27 08:40:00,On Time
FL-4844,TG476,Thai Airways,Bangkok,2024-10-27 09:01:00,On Time
FL-4845,MU502,China Eastern,Shanghai,2024-10-27 09:16:00,On Time
FL-4846,PR211,Philippine Airlines,Manila,2024-10-27 09:27:00,On Time
FL-4847,OZ602,Asiana Airlines,Seoul,2024-10-27 09:50:00,Delayed
FL-4848,JL771,Japan Airlines,Tokyo,2024-10-27 09:56:00,On Time
FL-4849,CA781,Air China,Beijing,2024-10-27 10:05:00,On Time
FL-4850,CX101,Cathay Pacific,Hong Kong,2024-10-27 10:26:00,On Time
FL-4851,NH880,ANA,Tokyo,2024-10-27 11:13:00,On Time
FL-4852,KE601,Korean Air,Seoul,2024-10-27 11:32:00,On Time
FL-4853,QF7,Qantas,Los Angeles,2024-10-27 11:56:00,Delayed
FL-4854,SQ213,Singapore Airlines,Singapore,2024-10-27 13:29:00,On Time
FL-4855,CX103,Cathay Pacific,Hong Kong,2024-10-27 15:49:00,On Time
FL-4856,QF1,Qantas,Singapore,2024-10-27 16:27:00,On Time
FL-4857,QR007,Qatar Airways,Doha,2024-10-27 20:45:00,On Time
FL-4858,UA839,United Airlines,Los Angeles,2024-10-27 21:03:00,On Time
FL-4859,EK413,Emirates,Dubai,2024-10-27 21:09:00,On Time
FL-4860,GA715,Garuda Indonesia,Bali,2024-10-28 07:35:00,On Time
FL-4861,SQ211,Singapore Airlines,Singapore,2024-10-28 07:58:00,On Time
FL-4862,MH122,Malaysia Airlines,Kuala Lumpur,2024-10-28 08:40:00,Delayed
FL-4863,TG476,Thai Airways,Bangkok,2024-10-28 09:00:00,On Time
FL-4864,MU502,China Eastern,Shanghai,2024-10-28 09:18:00,On Time
FL-4865,PR211,Philippine Airlines,Manila,2024-10-28 09:30:00,Delayed
FL-4866,OZ602,Asiana Airlines,Seoul,2024-10-28 09:48:00,On Time
FL-4867,JL771,Japan Airlines,Tokyo,2024-10-28 10:00:00,Delayed
FL-4868,CX101,Cathay Pacific,Hong Kong,2024-10-28 10:33:00,On Time
FL-4869,KE601,Korean Air,Seoul,2024-10-28 11:25:00,On Time
FL-4870,QF7,Qantas,Los Angeles,2024-10-28 11:57:00,On Time
FL-4871,SQ213,Singapore Airlines,Singapore,2024-10-28 13:30:00,On Time
FL-4872,CX103,Cathay Pacific,Hong Kong,2024-10-28 15:50:00,Delayed
FL-4873,QF1,Qantas,Singapore,2024-10-28 16:30:00,On Time
FL-4874,QR007,Qatar Airways,Doha,2024-10-28 20:40:00,Delayed
FL-4875,EK413,Emirates,Dubai,2024-10-28 21:06:00,On Time
FL-4876,GA715,Garuda Indonesia,Bali,2024-10-29 07:26:00,On Time
FL-4877,TR13,Scoot,Singapore,2024-10-29 07:41:00,Delayed
FL-4878,SQ211,Singapore Airlines,Singapore,2024-10-29 07:59:00,On Time
FL-4879,5J32,Cebu Pacific,Manila,2024-10-29 08:05:00,On Time
FL-4880,MH122,Malaysia Airlines,Kuala Lumpur,2024-10-29 08:44:00,On Time
FL-4881,MU502,China Eastern,Shanghai,2024-10-29 09:11:00,On Time
FL-4882,CA781,Air China,Beijing,2024-10-29 10:03:00,Delayed
FL-4883,JL771,Japan Airlines,Tokyo,2024-10-29 10:05:00,Cancelled
FL-4884,CX101,Cathay Pacific,Hong Kong,2024-10-29 10:29:00,On Time
FL-4885,NH880,ANA,Tokyo,2024-10-29 11:11:00,Delayed
FL-4886,KE601,Korean Air,Seoul,2024-10-29 11:26:00,On Time
FL-4887,QF7,Qantas,Los Angeles,2024-10-29 11:56:00,On Time
FL-4888,QF1,Qantas,Singapore,2024-10-29 16:31:00,Delayed
FL-4889,UA839,United Airlines,Los Angeles,2024-10-29 21:03:00,On Time
FL-4890,EK413,Emirates,Dubai,2024-10-29 21:11:00,On Time
FL-4891,GA715,Garuda Indonesia,Bali,2024-10-30 07:27:00,On Time
FL-4892,SQ211,Singapore Airlines,Singapore,2024-10-30 08:00:00,On Time
FL-4893,TG476,Thai Airways,Bangkok,2024-10-30 08:58:00,On Time
FL-4894,MU502,China Eastern,Shanghai,2024-10-30 09:13:00,On Time
FL-4895,PR211,Philippine Airlines,Manila,2024-10-30 09:25:00,On Time
FL-4896,OZ602,Asiana Airlines,Seoul,2024-10-30 09:43:00,On Time
FL-4897,JL771,Japan Airlines,Tokyo,2024-10-30 10:02:00,On Time
FL-4898,CX101,Cathay Pacific,Hong Kong,2024-10-30 10:29:00,Delayed
FL-4899,KE601,Korean Air,Seoul,2024-10-30 11:35:00,On Time
FL-4900,QF7,Qantas,Los Angeles,2024-10-30 11:54:00,On Time
FL-4901,SQ213,Singapore Airlines,Singapore,2024-10-30 13:30:00,On Time
FL-4902,CX103,Cathay Pacific,Hong Kong,2024-10-30 15:45:00,On Time
FL-4903,QF1,Qantas,Singapore,2024-10-30 16:33:00,On Time
FL-4904,QR007,Qatar Airways,Doha,2024-10-30 20:46:00,On Time
FL-4905,EK413,Emirates,Dubai,2024-10-30 21:11:00,On Time
FL-4906,GA715,Garuda Indonesia,Bali,2024-10-31 07:35:00,Delayed
FL-4907,TR13,Scoot,Singapore,2024-10-31 07:43:00,On Time
FL-4908,SQ211,Singapore Airlines,Singapore,2024-10-31 08:00:00,On Time
FL-4909,MH122,Malaysia Airlines,Kuala Lumpur,2024-10-31 08:50:00,On Time
FL-4910,TG476,Thai Airways,Bangkok,2024-10-31 09:05:00,On Time
FL-4911,MU502,China Eastern,Shanghai,2024-10-31 09:11:00,On Time
FL-4912,CA781,Air China,Beijing,2024-10-31 10:01:00,On Time
FL-4913,JL771,Japan Airlines,Tokyo,2024-10-31 10:03:00,On Time
FL-4914,CX101,Cathay Pacific,Hong Kong,2024-10-31 10:29:00,On Time
FL-4915,NH880,ANA,Tokyo,2024-10-31 11:16:00,On Time
FL-4916,KE601,Korean Air,Seoul,2024-10-31 11:31:00,Delayed
FL-4917,QF7,Qantas,Los Angeles,2024-10-31 11:50:00,On Time
FL-4918,SQ213,Singapore Airlines,Singapore,2024-10-31 13:25:00,On Time
FL-4919,QF1,Qantas,Singapore,2024-10-31 16:30:00,On Time
FL-4920,UA839,United Airlines,Los Angeles,2024-10-31 21:03:00,On Time
FL-4921,EK413,Emirates,Dubai,2024-10-31 21:06:00,Delayed
FL-4922,GA715,Garuda Indonesia,Bali,2024-11-01 07:33:00,On Time
FL-4923,SQ211,Singapore Airlines,Singapore,2024-11-01 07:56:00,On Time
FL-4924,5J32,Cebu Pacific,Manila,2024-11-01 08:01:00,On Time
FL-4925,MH122,Malaysia Airlines,Kuala Lumpur,2024-11-01 08:42:00,On Time
FL-4926,MU502,China Eastern,Shanghai,2024-11-01 09:19:00,On Time
FL-4927,PR211,Philippine Airlines,Manila,2024-11-01 09:31:00,On Time
FL-4928,OZ602,Asiana Airlines,Seoul,2024-11-01 09:42:00,On Time
FL-4929,JL771,Japan Airlines,Tokyo,2024-11-01 10:04:00,Delayed
FL-4930,CX101,Cathay Pacific,Hong Kong,2024-11-01 10:28:00,On Time
FL-4931,KE601,Korean Air,Seoul,2024-11-01 11:32:00,On Time
FL-4932,QF7,Qantas,Los Angeles,2024-11-01 11:55:00,On Time
FL-4933,CX103,Cathay Pacific,Hong Kong,2024-11-01 15:47:00,Delayed
FL-4934,QF1,Qantas,Singapore,2024-11-01 16:33:00,Cancelled
FL-4935,QR007,Qatar Airways,Doha,2024-11-01 20:41:00,On Time
FL-4936,EK413,Emirates,Dubai,2024-11-01 21:09:00,On Time
FL-4937,GA715,Garuda Indonesia,Bali,2024-11-02 07:33:00,Delayed
FL-4938,TR13,Scoot,Singapore,2024-11-02 07:45:00,On Time
FL-4939,SQ211,Singapore Airlines,Singapore,2024-11-02 08:01:00,On Time
FL-4940,TG476,Thai Airways,Bangkok,2024-11-02 08:55:00,On Time
FL-4941,MU502,China Eastern,Shanghai,2024-11-02 09:10:00,On Time
FL-4942,PR211,Philippine Airlines,Manila,2024-11-02 09:34:00,On Time
FL-4943,OZ602,Asiana Airlines,Seoul,2024-11-02 09:40:00,Delayed
FL-4944,JL771,Japan Airlines,Tokyo,2024-11-02 09:58:00,On Time
FL-4945,CX101,Cathay Pacific,Hong Kong,2024-11-02 10:35:00,On Time
FL-4946,NH880,ANA,Tokyo,2024-11-02 11:12:00,On Time
FL-4947,KE601,Korean Air,Seoul,2024-11-02 11:29:00,On Time
FL-4948,QF7,Qantas,Los Angeles,2024-11-02 11:58:00,On Time
FL-4949,SQ213,Singapore Airlines,Singapore,2024-11-02 13:32:00,On Time
FL-4950,QF1,Qantas,Singapore,2024-11-02 16:29:00,On Time
FL-4951,UA839,United Airlines,Los Angeles,2024-11-02 21:00:00,On Time
FL-4952,EK413,Emirates,Dubai,2024-11-02 21:10:00,On Time
FL-4953,GA715,Garuda Indonesia,Bali,2024-11-03 07:30:00,On Time
FL-4954,SQ211,Singapore Airlines,Singapore,2024-11-03 07:55:00,Delayed
FL-4955,5J32,Cebu Pacific,Manila,2024-11-03 07:56:00,On Time
FL-4956,MH122,Malaysia Airlines,Kuala Lumpur,2024-11-03 08:45:00,On Time
FL-4957,TG476,Thai Airways,Bangkok,2024-11-03 08:58:00,On Time
FL-4958,MU502,China Eastern,Shanghai,2024-11-03 09:11:00,On Time
FL-4959,PR211,Philippine Airlines,Manila,2024-11-03 09:29:00,On Time
FL-4960,OZ602,Asiana Airlines,Seoul,2024-11-03 09:48:00,On Time
FL-4961,JL771,Japan Airlines,Tokyo,2024-11-03 09:56:00,Delayed
FL-4962,CA781,Air China,Beijing,2024-11-03 09:57:00,On Time
FL-4963,CX101,Cathay Pacific,Hong Kong,2024-11-03 10:30:00,On Time
FL-4964,NH880,ANA,Tokyo,2024-11-03 11:11:00,On Time
FL-4965,KE601,Korean Air,Seoul,2024-11-03 11:31:00,On Time
FL-4966,QF7,Qantas,Los Angeles,2024-11-03 12:00:00,On Time
FL-4967,SQ213,Singapore Airlines,Singapore,2024-11-03 13:35:00,On Time
FL-4968,CX103,Cathay Pacific,Hong Kong,2024-11-03 15:50:00,On Time
FL-4969,QF1,Qantas,Singapore,2024-11-03 16:25:00,On Time
FL-4970,QR007,Qatar Airways,Doha,2024-11-03 20:41:00,On Time
FL-4971,UA839,United Airlines,Los Angeles,2024-11-03 21:05:00,Delayed
FL-4972,EK413,Emirates,Dubai,2024-11-03 21:10:00,On Time
FL-4973,GA715,Garuda Indonesia,Bali,2024-11-04 07:29:00,Delayed
FL-4974,SQ211,Singapore Airlines,Singapore,2024-11-04 08:02:00,On Time
FL-4975,MH122,Malaysia Airlines,Kuala Lumpur,2024-11-04 08:45:00,On Time
FL-4976,TG476,Thai Airways,Bangkok,2024-11-04 08:56:00,On Time
FL-4977,MU502,China Eastern,Shanghai,2024-11-04 09:17:00,On Time
FL-4978,PR211,Philippine Airlines,Manila,2024-11-04 09:32:00,On Time
FL-4979,OZ602,Asiana Airlines,Seoul,2024-11-04 09:49:00,On Time
FL-4980,JL771,Japan Airlines,Tokyo,2024-11-04 09:59:00,On Time
FL-4981,CX101,Cathay Pacific,Hong Kong,2024-11-04 10:26:00,On Time
FL-4982,KE601,Korean Air,Seoul,2024-11-04 11:33:00,On Time
FL-4983,QF7,Qantas,Los Angeles,2024-11-04 12:00:00,On Time
FL-4984,SQ213,Singapore Airlines,Singapore,2024-11-04 13:25:00,On Time
FL-4985,CX103,Cathay Pacific,Hong Kong,2024-11-04 15:47:00,On Time
FL-4986,QF1,Qantas,Singapore,2024-11-04 16:26:00,On Time
FL-4987,QR007,Qatar Airways,Doha,2024-11-04 20:49:00,Delayed
FL-4988,EK413,Emirates,Dubai,2024-11-04 21:10:00,On Time
FL-4989,GA715,Garuda Indonesia,Bali,2024-11-05 07:26:00,On Time
FL-4990,TR13,Scoot,Singapore,2024-11-05 07:48:00,On Time
FL-4991,SQ211,Singapore Airlines,Singapore,2024-11-05 07:56:00,On Time
FL-4992,5J32,Cebu Pacific,Manila,2024-11-05 07:59:00,On Time
FL-4993,MH122,Malaysia Airlines,Kuala Lumpur,2024-11-05 08:48:00,On Time
FL-4994,MU502,China Eastern,Shanghai,2024-11-05 09:18:00,On Time
FL-4995,CA781,Air China,Beijing,2024-11-05 09:58:00,On Time
FL-4996,JL771,Japan Airlines,Tokyo,2024-11-05 10:02:00,On Time
